FacilityName,FacilityId,City,State,ZipCode,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,D,Direct Emitter
ABERDEEN ENERGY LLC,1005353,Mina,SD,57451,13435 370TH AVENUE,Edmunds,45.442417,-98.787139,325193,C,Other,180568.92,180382.6,85,101.32,,,,,,,,,,180568.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,1006971,Apg,MD,21005,4304 Susquehanna Ave,Harford,39.3954,-76.30773,928110,C,Other,69918.52,69814.2,40.25,64.07,,,,,,,,,,69918.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ABRAHAM COMPRESSOR STATION,1003091,Canadian,TX,79014,9835 US HWY 60,Hemphill,35.757778,-100.486433,211111,C,Petroleum and Natural Gas Systems,21767.968,21745.5,10.25,12.218,,,,,,,,,,21767.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ABSOLUTE ENERGY LLC,1002627,St Ansgar (mona),IA,50472,1372 STATELINE ROAD,Mitchell,43.49951,-92.91709,325193,"C,II","Other,Waste",178561.368,178273,186.75,101.618,,,,,,,,,405,178459.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,1006529,Egan,LA,70531,611 PETAL RD,Acadia Parish,30.256038,-92.532637,562111,HH,Waste,51686.5,,51686.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51686.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ACE ETHANOL LLC,1004761,Stanley,WI,54768,815 WEST MAPLE STREET,Chippewa,44.9589,-90.9608,325193,"C,PP","Other,Suppliers of CO2",73115.024,73039.4,34.5,41.124,,,,,,,,,,73115.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AC 857 A,1002685,Offshore,TX,0,,,26.29555555,-94.89777777,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,275627.372,245766.9,29640.25,220.222,,,,,,,,,,230839.252,,,,,,,,,,,,,,,,,,44788.12,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ACME BRICK CO ELGIN PLANT,1005601,Elgin,TX,78621,1776 OLD MCDADE RD,Bastrop,30.32903,-97.29207,327121,C,Minerals,58615.68,58555.4,27.5,32.78,,,,,,,,,,58615.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ACME GYPSUM FACILITY,1005046,Quanah,TX,79252,4164 HIGHWAY 285,Hardeman,34.323944,-99.818194,327420,C,Minerals,35616.516,35579.8,16.75,19.966,,,,,,,,,,35616.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADA COGENERATION,1002731,Ada,MI,49355,7575 FULTON STREET EAST,Kent,42.955455,-85.479053,221112,C,Power Plants,94984.492,94886.4,44.75,53.342,,,,,,,,,,94984.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"ADA Carbon Solutions (Red River), LLC",1003752,Coushatta,LA,71019,201 Red River Mine Road,Red River,32.005405,-93.387829,325998,C,Chemicals,188762.668,188753.9,4,4.768,,,,,,,,,,188762.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
ADKINS ENERGY LLC,1003422,Lena,IL,61048,4350 WEST GALENA ROAD,Stephenson,42.358605,-89.80342,325193,C,Other,76422.312,76343.4,36,42.912,,,,,,,,,,76422.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM - MANKATO,1002154,Mankato,MN,56001,2019 3RD AVENUE,Blue Earth,44.186805,-93.995493,311225,C,Other,143286.47,142382.3,333.5,570.67,,,,,,,,,,143286.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM CORN PROCESSING,1006047,Cedar Rapids,IA,52404,1350 WACONIA AVENUE SOUTHWEST,Linn,41.928594,-91.687203,311221,"C,II","Other,Waste",3048420.424,3026186.2,9394,12840.224,,,,,,,,,53630.3,3046512.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.25,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
ADM CORN PROCESSING,1006208,Clinton,IA,52732,1251 BEAVER CHANNEL PARKWAY,Clinton,41.818117,-90.214731,311221,"C,TT","Other,Waste",2151829.934,2135193,6435.5,10201.434,,,,,,,,,86320,2151366.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.25,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
ADM Deerfield,1010610,Deerfield,MO,64741,17700 South Highway T,Vernon,37.80725,-94.585301,311222,C,Other,34167.172,34132.1,16,19.072,,,,,,,,,,34167.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM Fostoria,1011855,Fostoria,OH,44830,608 FINDLAY ROAD,Hancock,41.1494,-83.43295,311222,C,Other,26753.8,26726.4,12.5,14.9,,,,,,,,,,26753.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM MILLING COMPANY,1000034,Des Moines,IA,50313,1935 EAST EUCLID AVENUE,Polk,41.626329,-93.583205,311222,C,Other,144115.254,143046.4,391.5,677.354,,,,,,,,,,144115.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM QUINCY,1000376,Quincy,IL,62306,2100 GARDNER EXPRESSWAY,Adams,39.90565,91.41015,311222,C,Other,195047.938,193977.9,397.75,672.288,,,,,,,,,,195047.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM SOUTHERN CELLULOSE PROD.IN,1006080,Chattanooga,TN,37410,103 W 45TH ST,Hamilton,34.997921,-85.318581,322110,C,Pulp and Paper,24860.4,24833.5,12,14.9,,,,,,,,,,24860.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADM Valdosta,1011961,Valdosta,GA,31601,1841 Clay Road,Lowndes,-30.8325,-83.248056,311222,C,Other,29482.152,27036.2,360.25,2085.702,,,,,,,,,181042,29482.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADRIAN LANDFILL,1001991,Adrian,MI,49221,1970 N OGDEN HWY,Lenawee,41.890683,-83.992445,562212,HH,Wastes,14142.25,,14142.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14142.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADS-CEDAR HILL LANDFILL,1001633,Ragland,AL,35131,1319 NO BUSINESS CREEK ROAD,Saint Clair,33.6845,-86.2525,562212,HH,Waste,97230.5,,97230.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97230.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADS-PECAN ROW-EVERGREEN LANDFILLS,1001636,Valdosta,GA,31601,2995 WETHERINGTON LANE,Lowndes,30.81501,-83.36245,562212,HH,Waste,137389,,137389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137389,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADS-STAR RIDGE LANDFILL,1006790,Moody,AL,35004,3301 ACMAR ROAD,Saint Clair,33.605845,-86.5201,562212,HH,Waste,90617.5,,90617.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90617.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADS/MCLEAN COUNTY LANDFILL,1002094,Bloomington,IL,61704,2105 W OAKLAND AVE,Mclean,40.47046,-89.0377,562212,"C,HH",Waste,24335.75,14,24321.75,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24321.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,1001845,Wisconsin Rapids,WI,54495,2510 ENGEL ROAD,Wood,44.4093,-89.854855,562212,"C,HH",Wastes,35228.75,88,35140.75,,,,,,,,,,11.8,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35140.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,1007212,Muskego,WI,53132,W124 S10629 SOUTH 124TH STREET,Waukesha,-42.849682,-88.07639,562212,"C,HH",Waste,41352.1,18.6,41333.5,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41333.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,1007195,Horicon,WI,53032,N7296 HWY V,Dodge,43.45953,-88.55413,562212,"C,HH",Waste,81900.2,55.2,81845,,,,,,,,,,,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81845,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",1001847,Hilbert,WI,54129,W3105 SCHNEIDER RD,Calumet,44.107451,-88.194894,562212,"C,HH",Waste,54708.45,15.7,54692.75,,,,,,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54692.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",1002038,Delevan,WI,53115,W8470 STATE RD 11,Walworth,42.643578,-88.717968,562212,"C,HH",Waste,67067,47.5,67019.5,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67019.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",1003038,Macon,MO,63552,31226 INTREPID ROAD,Macon,39.73501,-92.53368,562212,"C,HH",Waste,27558.75,68.5,27490.25,,,,,,,,,,,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27490.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL OAK RIDGE LANDFILL,1006979,Balwin,MO,63021,1741 SULPHUR SPRING ROAD,St. Louis,38.560139,-90.532222,562212,HH,Waste,8606,,8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8606,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,1001637,Davis Junction,IL,61020,8290 HIGHWAY 251,Ogle,42.14,-89.085,562212,"C,HH",Waste,168657.45,52.2,168605.25,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168605.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,1001843,Buffalo,MN,55313,175 COUNTY ROAD 37 NE,Wright,45.24595,-93.87246,562212,"C,HH",Waste,5997,29.5,5967.5,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,1006964,Eau Claire,WI,54703,8001 OLSON DR,Eau Claire,44.837534,-91.367144,562212,"C,HH",Waste,35316.95,22.2,35294.75,,,,,,,,,,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35294.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,1006963,Decatur,IL,62522,1363 BEAR RD,Macon,39.822232,-89.043692,562212,"C,HH",Waste,28840.9,28.9,28812,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28812,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
ADVANCED DISPOSAL ZION LANDFILL,1005985,Zion,IL,60099,701 GREEN BAY ROAD,Lake,42.483242,-87.873878,562212,"C,HH",Waste,36712.3,89.3,36623,,,,,,,,,,,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36623,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AES - PUERTO RICO COGENERATION PLANT,1005310,Guayama,PR,785,"KM 142, RTE. #3 BO. JOBOS",Guayama,17.9451,-66.1503,221112,C,Power Plants,3433759.136,3408619.3,9194.75,15945.086,,,,,,,,,,3433759.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AES Alamitos,1001444,Long Beach,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.7688,-118.1009,221112,D,Power Plants,684931.612,684236.2,317.25,378.162,,,,,,,,,,,684931.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AES Beaver Valley LLC,1001222,Monaca,PA,15061,394 FRANKFORT RD,Beaver,40.6558,-80.3556,221112,D,Power Plants,27740.132,27524.6,78.75,136.782,,,,,,,,,,,27740.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AES HAWAII INC,1005972,Kapolei,HI,96707,91-086 KAOMI LP,Honolulu,21.301222,-158.107306,221112,C,Power Plants,1230819.89,1219456.5,4157.75,7205.64,,,,,,,,,,1230819.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AES Huntington Beach,1001447,Huntington Beach,CA,92646,21730 NEWLAND ST,Orange,33.6436,-117.9788,221112,D,Power Plants,432232.948,431794,200.25,238.698,,,,,,,,,,,432232.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AES Redondo Beach,1001450,Redondo Beach,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.8504,-118.395,221112,D,Power Plants,318386.968,318063.1,147.75,176.118,,,,,,,,,,,318386.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"AES SHADY POINT, LLC",1007781,Panama,OK,74951,3 MILES E. OF JUNCTION 31,Le Flore,35.1929,-94.6469,221112,"C,PP","Power Plants,Suppliers of CO2",2278093.974,2257260.5,7620.75,13212.724,,,,,,,,,,2278093.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AES Warrior Run,1001223,Cumberland,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.5944,-78.7456,221112,"C,D,PP","Power Plants,Suppliers of CO2",1324825.018,1314209.9,3883,6732.118,,,,,,,,,,173.1,1324651.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AFTON CHEMICAL CORP,1003853,Sauget,IL,62201,501 MONSANTO AVE.,St. Clair,38.60263,-90.1675,324191,C,Petroleum and Natural Gas Systems,49461.264,49410.3,23.25,27.714,,,,,,,,,,49461.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AG Energy,1007551,Ogdensburg,NY,13669,21 Entrance Avenue,St. Lawrence,44.7258,-75.4417,221112,"C,D",Power Plants,9454.464,9444.6,4.5,5.364,,,,,,,,,,9454.464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AG PROCESSING INC,1002069,Emmetsburg,IA,50536,4739 380TH ST,Palo Alto,43.09748,-94.65181,311222,C,Other,25088.156,25062.4,11.75,14.006,,,,,,,,,,25088.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AG PROCESSING INC A COOP-MANNING,1002070,Manning,IA,51455,1000 300TH STREET,Carroll,41.920794,-95.070791,311222,C,Other,18891.928,18872.2,9,10.728,,,,,,,,,,18891.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AG PROCESSING INC-EAGLE GROVE,1006054,Eagle Grove,IA,50533,500 NORTH COMMERCIAL AVENUE,Wright,42.669167,-93.904444,311222,C,Other,131086.096,130098.2,361.5,626.396,,,,,,,,,,131086.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AG PROCESSING INCORPORATED A COOPERATIVE,1002291,Dawson,MN,56232,800 DIAGONAL STREET,Lac Qui Parle,44.93505,-96.05722,311222,C,Other,32544.728,32511.3,15.25,18.178,,,,,,,,,,32544.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AGC FLAT GLASS N AMERICA INC,1007333,Richmond,KY,40475,201 DUNCANNON LANE,Madison,37.70034,-84.26929,327211,"C,N",Minerals,130879.048,130810,31.5,37.548,,,,,,,,,,65474.048,,,,,,,,,65405,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,1004631,Spring Hill,KS,66083,20400 NORTH WEBSTER STREET,Johnson,38.759188,-94.825252,327211,"C,N",Minerals,100719.08,100645.1,33.75,40.23,,,,,,,,,,71900.98,,,,,,,,,28818.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AGC-GREENLAND FLATGLASS PLANT,1005824,Church Hill,TN,37642,600 AFG ROAD,Hawkins,36.483431,-82.77155,327211,"C,N",Minerals,129688.14,129618.9,30.5,38.74,,,,,,,,,,70877.64,,,,,,,,,58810.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AGP SOY/CORN PROCESSING,1002067,Hastings,NE,68901,2801 E 7TH ST,Adams,40.58971,-98.33963,311222,C,Other,153707.268,152604.9,404.75,697.618,,,,,,,,,,153707.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
AGRI ENERGY LLC,1005284,Luverne,MN,56156,502 SOUTH WALNUT AVENUE,Rock,43.648333,-96.224444,325199,"C,II","Chemicals,Waste",327.448,320.9,6.25,0.298,,,,,,,,,,321.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AGRIUM US BORGER NITROGEN OPERATIONS,1002380,Borger,TX,79007,9201 FM 1551,Hutchinson,35.6417,-101.4228,325311,"C,G,PP","Chemicals,Suppliers of CO2",828959.472,828581.9,172.25,205.322,,,,,,,,,,366010.072,,,,462949.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,
AGRIUM US INC,1001154,Soda Springs,ID,83276,3010 CONDA ROAD,Caribou,42.739417,-111.541421,325312,"C,Z",Chemicals,115061.572,114971.7,41,48.872,,,,,,,,,,87266.172,,,,,,,,,,,,,,,,,,,,,,,,,,27795.4,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AGRIUM US INC - KFO,1004236,Kennewick,WA,99337,227515 E BOWLES ROAD,Benton,46.165957,-119.017218,325311,"C,U,V",Chemicals,155888.044,10730.6,0.75,145156.694,,,,,,,,,,1827.144,,,,,,,,,,,,,,,,8905.1,145155.8,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"AIR LIQUID LARGE INDUSTRIES US, LP",1006430,El Segundo,CA,90245,324 W EL SEGUNDO BLVD,Los Angeles,33.916355,-118.418634,325120,P,Chemicals,550717.4,550717.4,,,,,,,,,,,,,,,,,,,,,,,550717.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE - CORPUS CHRISTI SMR,1003724,Corpus Christi,TX,78407,5880 UP RIVER ROAD,Nueces,27.813911,-97.472347,325120,P,Chemicals,478965.4,478965.4,,,,,,,,,,,,,,,,,,,,,,,478965.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE - FREEPORT HYCO PLANT,1003730,Freeport,TX,77541,2398 VICTORIA ROAD,Brazoria,28.98037,-95.38396,325120,"C,P",Chemicals,172195.796,172181,6.75,8.046,,,,,,,,,,14238.896,,,,,,,,,,,157956.9,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,1003780,Port Neches,TX,77651,2121 PARK STREET,Jefferson,29.981116,-93.952389,325120,C,Chemicals,212034.252,211815.6,99.75,118.902,,,,,,,,,,212034.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE AMERICA CORP,1003910,Longview,TX,75602,2292 Callahan Rd,Gregg,32.4478,-94.6875,325120,P,Chemicals,495416.2,495416.2,,,,,,,,,,,,,,,,,,,,,,,495416.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE AMERICA CORP.,1006115,Geismar,LA,70734,36597 HWY 30,Ascension Parish,30.21023,-90.99085,325120,C,Chemicals,459081.672,458608.2,216,257.472,,,,,,,,,,459081.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE GEISMAR UTILITY SERVICES,1003591,Geismar,LA,70734,36183 HWY 30,Ascension Parish,30.21023,-90.99085,221330,C,Power Plants,136964.984,136823.6,64.5,76.884,,,,,,,,,,136964.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,1003748,Rodeo,CA,94572,1391 SAN PABLO AVE,Contra Costa,38.047952,-122.256895,325120,P,Chemicals,817993.8,817993.8,,,,,,,,,,,,,,,,,,,,,,,817993.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR PROD & CHEM TAMAQUA PLT,1005202,Tamaqua,PA,18252,357 MARIAN AVENUE,Schuylkill,40.835067,-76.026045,325120,"L,OO","Chemicals,Industrial Gas Suppliers",308119.2,,,,,56483.2,,251636,,,,,,,,,,,,,,308119.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,1003013,Westlake,LA,70669,102 TROUSDALE RD,Calcasieu,30.237362,-93.285908,325120,P,Chemicals,801530.8,801530.8,,,,,,,,,,,,,,,,,,,,,,,801530.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,1002754,Convent,LA,70723,10759 CONVENT WAY,St. James Parish,30.10872,-90.88415,325120,P,Chemicals,700490.6,700490.6,,,,,,,,,,,,,,,,,,,,,,,700490.6,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
AIR PRODUCTS & CHEMICALS INC - Geismar SMR,1002698,Geismar,LA,70734,8013 HWY 3251,Ascension Parish,30.183808,-90.9876,325120,"P,PP","Chemicals,Suppliers of CO2",62556.3,62556.3,,,,,,,,,,,,,,,,,,,,,,,62556.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,
